,score,comment
174,5,Melhor custo benefício do mercado.
175,5,Produto de ótima qualidade recomendo.
176,5,"Otimo produto e condições, obrigado."
177,5,"Suplemento muito bom, resultados incríveis!!!."
178,5,Muitooooooooo bommmmmmmmmmmmmmm.
179,5,"O produto é bom, creio que não vai durar muito pois o azul veio com a frente da costura frágil, mas valeu a pena mesmo assim. É confortável, pedi um 40 e um 35 e ficaram perfeitos. É a nossa numeração correta. 
O rosa veio perfeito."
180,3,"Usei para testar , ficou meio apertado , pensei que talvez usando , poderia se adaptar , mas quando tirei , fiquei com as pontas dos dedos doloridos. 
O produto mostrou ser bom e aparenta confortavel , pena que ficou pequeno pra mim."
181,5,"Realmente me surpreendeu a qualidade desta sapatilha! vale a pena, eu pedi meu próprio número 37 e para meu esposo 41, fui pela referência e deu super certo. Parece ser bem resistente!."
182,3,So acho que deveria ter  algo para para amarrar a tras pos esyive em fernando de noronha e o mar agitado arranca ela do pe.
183,5,"Comprei o meu número mesmo e ficou perfeito!  excelente produto, não escorrega e dá muita segurança em trilhas e pedras, recomendo!."
184,4,O material é bom o tamanho é perfeito mas tá faltando mais aderência no solado principalmente para pesca escorrega muito.
185,4,Um pouquinho maior melhor pedir um número menor do q costuma usar mas tem um ótimo acabamento.
186,4,"Boa tarde um pouco grande porque a forma é diferente de outo fabricante, mas me atende."
187,4,"Produto de qualidade boa, muito bom no geral. 
Comprei também para meu filho que gostou muito."
188,5,"Achei muito bom e bem reforçado, vamos ver no uso do dia a dia."
189,5,"Foi eficiente. Prestou-se muito bem para a finalidade para a qual foi comprada,."
190,5,Tecido e sola são boas. Após 1 semana de praia ainda parecem perfeitas.
191,5,"Muito bom, uma pena que foi enviado diferente do meu pedido, mas aceitável."
192,5,"Excelente,ficou perfeito, solado e material muito bom,para pescaria. Recomendo!."
193,5,Ficou ótimo. Mas acredito que fique melhor pedindo um número menor.
194,4,"Gostei , não acho que dure muito , porém , vou usar  pra saber."
195,5,"Confortável , espero que seja bom na água,  aí da não usei."
196,5,Ótimo produto. Bem feito. Numeração correta. Confortável com certeza voltarei comprar.
197,5,"Maravilha, deu certo 100% parabéns, ótimo produto, leve e flexível."
198,4,Muito bom e confortável. Super indico vale muito a pena.
199,5,Produto muito bom confortável. Ótimo de andar cinco estrelas.
200,5,Excelente! calça confortável  e tem  um visual muito bonito.
201,5,Satilhas bonitas e parece ser de otima qualidade.
