,score,comment
307,4,"Gostei bastante , já conhecia a marca a muito tempo, ótima qualidade."
308,5,"Ótima qualidade e acabamento, não fica arrebentando antes da hora."
309,5,É uma fita adesiva de alta qualidade. Resumindo: é 3m.
310,5,"Muito bom, está colando bem quando preciso nada a reclamar."
311,5,"Otima para pintura, segura bem a tinta, bom preço."
312,5,"Fita muito boa, ótima para reparos ou usos rápidos."
313,5,3m é muito boa a marca super compensa.
314,5,É. Produto de qualidade que me atendeu perfeitamente.
315,5,Qualidade inigualavel da 3m a um preço otimo.
316,5,Só a marca fala por si mesmo. Recomendo.
317,5,"Excelente produto, original e de otima qualidad."
318,5,Excelente produto recomendo a todos do ml.
319,5,Produto muito bom cumpre o que promete.
320,5,Muito bom e o preço foi ótimo!.
321,5,"Muito bom. Recomendo,  já utilizei e gostei."
322,5,"3 m, não precisa dizer mais nada."
323,5,Fita crepe 3m é fita crepe 3m.
324,4,Ok. Normal. Fita crepe e nada mais.
325,5,"Fita muito boa. Original 3m, dispensa comentários."
326,5,"Ótimo produto,  podem comprar que é bom."
327,4,Ótimo pra fazer acabamento de pintura.
328,5,Produto top e de ótima qualidade.
329,5,A qualidade 3m dispensa comentários. Excelente!.
330,5,Muito bom. Achei o produto essencial.
331,5,"Otimo, ja conhecia. Utilizo em tudo."
332,5,Fita excelente! recomendo a todos!.
333,5,Muito bom! de otima qualidade.
334,5,Excelente conforme o anunciado!.
335,3,"Produto correto, corresponde às expectativas."
336,5,Otima! nao borra e é é fofa. Recomendo.
337,5,Muito bom!!! a impressão ficou perfeita e o vinil é bem branquinho! comprarei novamente!!! e super recomendo.
338,5,"Gostei  muito, consegui dar o acabamento no vitral. Ótimo."
339,5,Excelente qualidade recomento.
340,5,"Boa qualidade! a impressão fica boa, estou bem satisfeito!."
341,5,"Amei, exatamente o que eu precisava."
342,4,Material poderia ser. Mais resistente.
343,5,Bom! atingiu minhas expectativas.
344,5,Excelente!!!compraria novamente!!!.
345,4,Muito bom.
346,5,"Tudo normal, realmente o que pedi e mesmo sem usar ainda o produto e muito bom."
347,5,"Produto de excelente qualidade. 
Atendeu minhas expectativas. 
Compatível com minha máquina."
348,4,"Maravilho, papel bem visível o rolo cabe em qualquer máquina."
349,5,Corresponde as expectativas. Funcionando em impressora termica de equipamento medico.
350,5,"Nem usei ainda, mas pelo jeito cumpre as expectativas."
351,5,Ótimo adorei deu certinho na minha máquina.
352,5,Ótimo produto do jeito que eu esperava.
353,5,Muito bom??. Atendeu minhas expectativas.
354,5,O produto veio conforme solicitado.
355,5,"Bom, atende a necessidade. Recomendo."
356,5,Muito satisfeito com o produto.
357,5,Qualidade e praticidade.
358,4,Bom.
359,3,"As canetas realmente escrevem em papel preto, porém são ponta grossa, como marcadores ou pincéis."
360,5,"As cores são bem vivas, e ficam bem em superfícies lisas."
361,5,"Sao perfeitas  papel preto , estou apaixonada."
362,5,Como demonstrado no explicativo.
363,5,"Ótimo produto, simplesmente fántastico."
364,5,Muito bom gostei da mercadoria de mais voltarei á comprar.
365,5,Bom pelo preço tem qui tirar e já colar.
366,5,"Gostei muito do produto, tdo q eu precisava."
367,5,Produto muito bom. Foi-me muito útil.
368,3,Sim gostei eu a recomendo a todos.
369,5,"Ótimo, estampas lindas! material bom."
370,5,"Comprei para presentear. As crianças amaram. Lembro-me de, na infância, ter desenhado muito com essa técnica, agora aprimorada."
371,5,"O papel é ótimo, muito bonito e as crianças amam."
372,5,As criancas amaram. Boa qualidade.
373,5,Minha filha adorou as folhas….
374,5,"Ótima qualidade, o pontilhado de destaque é bem definido, não rasga errado. Olhando a textura do papel nem parece que é termico. Abandonei ribbon depois que encontrei esse modelo."
375,2,"Qualidade condizente com o preço,  bom pra quem tá afim de economizar sem usar ribom, eu compraria denovo se não fosse o medo de danificar minha impressora."
376,5,"Produto  bom , igual na descrição."
377,5,"Excelente etiqueta, custo beneficio."
378,5,Gostei. Acabei comprando em um tamanho menor do que queria. Porém foi vacilo meu.
379,4,"Mto lindo!! amei. 
Talvez acho que poderia especificar melhor sobre a capa que é mole ,mas msm assim depois eu super gostei do estilo."
380,5,"Gosto muito dos cadernos inteligentes. Já comprei o tamanho médio e agora comprei uns grandes. 
. 
Excelente qualidade; fácil de usar e organizar as anotações, dada a flexibilidade de mudar as divisórias, as páginas. 
. 
Muito satisfeita e certamente vou comprar mais."
381,5,"O caderno é maravilhoso, cores vivas, manual super didático. Só é preciso tomar cuidado com o elástico, notei que está ""curvando"" as folhas, então parei de usá-lo."
382,3,"Qualidade e acabamento me decepcionaram ! achava que o coracao da capa fosse em relevo , ou de glitter , é apenas uma impressao ruim !."
383,5,"Lindo! mto caprichado , papel de qualidade tanto do miolo quanto capa e contracapa. Discos firmes. Podem comprar sem medo."
384,5,"Lindo demais, pessoalmente é ainda mais lindo, mesmo sendo uma tonalidade pastel, ainda assim é vibrante, recomendo demais."
385,4,"Comprei para presente, pelo preço esperava algo melhor como a capa por ex. Muito fina."
386,5,"O caderno é lindo, muito bem montado, tem divisórias, folha de adesivos, calendário,  simplesmente adorei!."
387,5,"Produto de excelente qualidade, presenteei minha filha e ela adorou recomendo."
388,5,Adorei. Muito bonito e de boa qualidade. Era como eu edpersva.
389,5,"Simplesmente maravilhoso!!! ótimo custo benefício , excelente qualidade. Super indico nota mil."
390,1,"Super amei o produto, super indico  e vou comprar mais ??."
391,5,"Muito lindo! fácil o uso, sem dúvidas devo comprar mais."
392,2,Capa na verdade é mole (semirigida)  de plastico.
393,5,Dei de presente pra minha sobrinha ela adorou.
394,5,Amei o produto e superou minhas expectativas.
395,5,"Produto de boa qualidade, super recomendo."
396,5,"Qualidade muito boa , amei minhas compra."
397,5,Produto muito bonito e muito bom.
398,4,"Produto bom, minha filha gostou."
399,5,"Excelente produto, atingiu minhas expectativas."
400,5,"Produto maravilhoso, eu recomendo!."
401,5,"Maravilhoso!!!!!!!!!. 
!!!!!!!!!!!!!!!!!!!!!!!!!!."
402,5,"Ótimo, sempre uso o color plus nos meus trabalhos, proporcionam um excelente acabamento por ser colorido na massa."
403,5,"Gostei muito das cores e textura. 
Foi otimo par meu objetivo!. 
Super recomendo."
404,5,"Gostei muito , achei as cores lindas e de boa qualidade as folhas !."
405,5,Já é a segunda vez que eu compro. Qualidade é ótima.
406,5,"Cara! tô adorando meus papeis, uso todo dia, são incríveis."
407,5,Amei! são lindíssimos! meus topos ficam lindos com esses papéis.
408,5,"Produto de excelente qualidade,cores vivas muito satisfeita comprarei novamente."
409,5,Produtos de ótima qualidade. Recomendo e comprarei mais vezes.
410,5,"Amei, cores certas tudo como tava no anunciado."
411,5,Ótimo produto recomendo a todos do ml.
412,5,"Excelentes papeis, muito bonito, e com qualidae."
413,5,"Excelente qualidade, me atendeu perfeitamente. 
Cores maravilhosas."
414,5,"Material muito bom. 
Parabens. 
Vou quere  mais."
415,5,"Veio tudo como eu pedi, papel maravilhoso."
416,5,"Produto ótimo, vou comprar novamente."
417,5,"Produto de excelente qualidade, amei."
418,5,"Muito bom, atendeu minha espectativa."
419,5,"Excelente qualidade, cores lindas."
420,5,Ótimo. Atendeu minhas espectativas.
421,1,Não gostei o rose nem parece rose parece mais prata.
422,5,"Mt bom, gostei,um ótimo acabamento p meus toppers."
423,5,Já usei. Papel de boa qualidade. Gostei dele.
424,5,Ótimo material super indico. Qualidade excelente.
425,5,"Ótima qualidade, recomendo. 
Cores lindas."
426,5,"Ótima qualidade, conforme descrito."
427,5,Perfeito  irei comprar novamente.
428,1,"Papel muito fino, tem uma impressão atras do papel e pelo papel ser muito transparente a impressão fica dificil de ler. 
Qualidade ruim!!."
429,2,A qualidade do papel é muito ruim. A impressão sai com falhas.
430,5,Produto muito bom com uma excelente qualidade de impressão.
431,5,"Muito bom, compraria novamente. Nao tive problemas."
432,5,"Farei novas compras, dentro do esperado."
433,5,"Ótima qualidade, papel de boa espessura."
434,5,Muito boa. Vou comprar novamente.
