,score,comment
155,5,"Excelente, o tamanho certo para bagagem fé mão e cabe bastante coisa."
156,5,Esta mala é muito linda e perfeita para o que eu precisava.
157,5,"A mala é linda e resistente, exatamente o que mostra na foto."
158,5,"Fiquei muito satisfeita com minha compra, material de qualidade. Recomendo este produto."
159,5,"Perfeita! super resistente, espaço interno ótimo e as rodinhas em 360 impecáveis."
160,5,"Otimo custo beneficio, ideal pra levar como bagagem de mao no aviao."
161,5,Produto condizente com a foto e com a descrição. Rodinhas deslizam suave.
162,5,"Perfeita, além de lindas. Comprei no tamanho p, porém cabe muita coisa."
163,5,Excelente produto! fiquei muito feliz com a escolha! qualidade superou as expectativas.
164,5,"Gostei muito. É bonita, prática e apesar de pequena cabe muita coisa."
165,5,"Muito bom, achei muito linda e aquele espaço  que eu preciso!."
166,5,"Muito bom, conforme descrição. Qualidade ótima e tamanho ideal para avião."
167,5,"Mala excelente! a cor é linda, e é de muita qualidade!."
168,5,Muito bom produto! até o momento tudo perfeito. Ótimo custo benefício.
169,5,Atende perfeitamente para bagagem  de mão - avião ou pequenas viagens terrestre.
170,5,"Boa qualidade, atende as medidas da anac. Adorei. Valeu o investimento."
171,5,"Muito bom, vale a pena. Comprei duas e fiquei muito satisfeita."
172,5,Produto bom custo benefício. Passa nas normas de mala a bordo.
173,5,"Ótimo mala. Ótimo material, parece bem resistente e é muito bonita!!."
174,5,"Mala perfeita , cabe bastante coisas, cabe certinho no compartimento do avião."
175,5,"Excelente custo-benefício, é bonita, tem qualidade e é bem completa."
176,5,"Comprei duas malas e não me arrependi. Super compensa, ótimo produto!."
177,5,O produto e de boa qualidade e tem um design moderno.
178,5,"Muito bonita e resistente, comprei como presente e a pessoa adorou."
179,4,"Aparentemente bom achei fraco na primeira impressão, mas ainda não usei."
180,5,"Ainda não usei mais são lindas , eu amei , parece bem resistente!!¡!!!."
181,5,"Ótima qualidade, gostei muito,tamanho perfeito, do jeito que eu esperava."
182,4,"Bom dia, achei um pouco frágil, mas gostei em geral."
183,5,"Mala de ótima qualidade e preço justo, valeu a  compra."
184,5,Muito boa. Preço excelente comparado aos preços das lojas físicas.
